,developer_group_id,developer_group_name,developer_group_address,region_id,region_name,startDate,endDate,total_living_floor_size,appt_num,object_count,total_living_floor_size_pct,typed_volume_pct,rating
0,1331499001,Группа Эталон,"г.Санкт-Петербург, 197348, г. Санкт-Петербург, пр-кт Богатырский, д. 2",1,Итого,2017-12-18,2019-03-29,1010944,17645,37,0.7421029994425771,0.0,10
1,1331499001,Группа Эталон,"г.Санкт-Петербург, 197348, г. Санкт-Петербург, пр-кт Богатырский, д. 2",1768,Московская область,2017-12-18,2019-03-29,127133,3231,6,0.7744477385295137,0.0,22
2,1331499001,Группа Эталон,"г.Санкт-Петербург, 197348, г. Санкт-Петербург, пр-кт Богатырский, д. 2",1762,г. Москва,2017-12-18,2019-03-29,399084,6133,14,2.137545736662554,0.0,9
3,1331499001,Группа Эталон,"г.Санкт-Петербург, 197348, г. Санкт-Петербург, пр-кт Богатырский, д. 2",1324,г. Санкт-Петербург,2017-12-18,2019-03-29,484727,8281,17,3.219778528508332,0.0,5
4,2949362001,Группа компаний Капитал Инвест НСК,"Новосибирская область, 630033, г. Новосибирск, ул. Аникина, д. 35",1,Итого,2018-01-28,2019-02-26,82812,1490,4,0.060789750559713196,0.0,314
5,2949362001,Группа компаний Капитал Инвест НСК,"Новосибирская область, 630033, г. Новосибирск, ул. Аникина, д. 35",1545,Новосибирская область,2018-01-28,2019-02-26,82812,1490,4,2.2623342868546557,0.0,13
6,2969305001,ИнвестРайСтройЗаказчик,"Республика Башкортостан, 453128, г. Стерлитамак, ул. Хвойная, д. 2А",1,Итого,2017-06-09,2019-03-18,50073,1008,5,0.036757054288949896,100.0,546
7,2969305001,ИнвестРайСтройЗаказчик,"Республика Башкортостан, 453128, г. Стерлитамак, ул. Хвойная, д. 2А",1213,Республика Башкортостан,2017-06-09,2019-03-18,50073,1008,5,1.1348485044218364,100.0,23
8,6016778001,Ост-Дизайн,"Пермский край, 614990, г. Пермь, ул. Героев Хасана, д. 7, корп. А, оф. 135",1,Итого,2017-06-09,2019-04-02,30417,714,3,0.022328187252750764,0.0,822
9,6016778001,Ост-Дизайн,"Пермский край, 614990, г. Пермь, ул. Героев Хасана, д. 7, корп. А, оф. 135",1212,Пермский край,2017-06-09,2019-04-02,30417,714,3,1.8386306472291787,0.0,16
10,5797858001,Строительная компания Вертикаль-НСК,"Новосибирская область, 630120, г. Новосибирск, ул. Связистов, д. 17, оф. 301",1,Итого,2018-10-12,2019-02-27,20891,526,6,0.015335442676701063,100.0,1098
11,5797858001,Строительная компания Вертикаль-НСК,"Новосибирская область, 630120, г. Новосибирск, ул. Связистов, д. 17, оф. 301",1545,Новосибирская область,2018-10-12,2019-02-27,20891,526,6,0.5707195284098996,100.0,48
12,8326769001,МС-БРЯНСК,"Брянская область, 241020, г. Брянск, пер. Московский, д. 3А, оф. помещение 4",1,Итого,2019-03-18,2019-03-18,13811,208,1,0.010138231717386356,100.0,1461
13,8326769001,МС-БРЯНСК,"Брянская область, 241020, г. Брянск, пер. Московский, д. 3А, оф. помещение 4",1759,Брянская область,2019-03-18,2019-03-18,13811,208,1,1.1179574187009969,100.0,18
14,5756501001,Строительная компания ЭЛРИ,"Самарская область, 443031, г. Самара, ул. Ташкентская, д. 248Б",1,Итого,2019-03-04,2019-03-07,13852,210,2,0.010168328560512332,100.0,1459
15,5756501001,Строительная компания ЭЛРИ,"Самарская область, 443031, г. Самара, ул. Ташкентская, д. 248Б",1217,Самарская область,2019-03-04,2019-03-07,13852,210,2,0.5178015786742904,100.0,38
16,6428927001,Доходный дом,"г.Москва, 119334, г. Москва, пр-д 5-й Донской, д. 15, стр. 5, оф. 2266",1,Итого,2019-03-29,2019-03-29,6607,163,1,0.00484999615934919,0.0,2220
17,6428927001,Доходный дом,"г.Москва, 119334, г. Москва, пр-д 5-й Донской, д. 15, стр. 5, оф. 2266",1762,г. Москва,2019-03-29,2019-03-29,6607,163,1,0.0353879501110781,0.0,129
18,2384186001,МЕЧЕЛстрой,"Челябинская область, 454047, г. Челябинск, ул. Б.Хмельницкого",1,Итого,2018-04-05,2019-03-20,5884,110,2,0.004319264023249679,100.0,2349
19,2384186001,МЕЧЕЛстрой,"Челябинская область, 454047, г. Челябинск, ул. Б.Хмельницкого",1656,Челябинская область,2018-04-05,2019-03-20,5884,110,2,0.3734708735245076,100.0,43
20,10049296001,Hutton Development,"г.Москва, 127015, г. Москва, ул. Новодмитровская, д. 2, корп. 1",1,Итого,2019-03-18,2019-03-18,5531,116,1,0.00406013754462848,0.0,2412
21,10049296001,Hutton Development,"г.Москва, 127015, г. Москва, ул. Новодмитровская, д. 2, корп. 1",1762,г. Москва,2019-03-18,2019-03-18,5531,116,1,0.029624754361188582,0.0,132
22,8804382001,Балтийский Атриум,"Калининградская область, 236022, г. Калининград, пл. Победы, д. 4А, корп. 1, оф. 621",1,Итого,2019-04-02,2019-04-02,5426,82,1,0.003983060263452203,0.0,2430
23,8804382001,Балтийский Атриум,"Калининградская область, 236022, г. Калининград, пл. Победы, д. 4А, корп. 1, оф. 621",1325,Калининградская область,2019-04-02,2019-04-02,5426,82,1,0.3109494790192197,0.0,63
24,6364326001,Группа компаний Стратегия Групп,"Республика Башкортостан, г. Уфа, ул. Бакалинская, д. 19, оф. 30",1,Итого,2019-03-14,2019-03-14,2546,75,1,0.0018689405511885934,0.0,2912
25,6364326001,Группа компаний Стратегия Групп,"Республика Башкортостан, г. Уфа, ул. Бакалинская, д. 19, оф. 30",1213,Республика Башкортостан,2019-03-14,2019-03-14,2546,75,1,0.05770224057392199,0.0,91
26,6055133001,ДельтаСтрой Инвест,"Новгородская область, 173014, г. Великий Новгород, ул. Связи, д. 8",1,Итого,2019-03-05,2019-03-29,1860,25,1,0.0013653689808369141,0.0,3038
27,6055133001,ДельтаСтрой Инвест,"Новгородская область, 173014, г. Великий Новгород, ул. Связи, д. 8",1329,Новгородская область,2019-03-05,2019-03-29,1860,25,1,0.735047126005256,0.0,10
28,7778051001,Панорама,"Республика Татарстан (Татарстан), р-н Высокогорский, 422701, с. Высокая Гора, ул. Луговая, д. 9",1,Итого,2019-04-02,2019-04-02,1725,30,1,0.0012662696193245576,0.0,3072
29,7778051001,Панорама,"Республика Татарстан (Татарстан), р-н Высокогорский, 422701, с. Высокая Гора, ул. Луговая, д. 9",1216,Республика Татарстан (Татарстан),2019-04-02,2019-04-02,1725,30,1,0.06796280602469591,0.0,61
30,7317388001,Строительная компания ХимСтрой,"Республика Башкортостан, 453261, г. Салават, ул. Ленина, д. 4",1,Итого,2018-10-17,2019-03-15,1042,18,1,0.0007649002570064864,0.0,3193
31,7317388001,Строительная компания ХимСтрой,"Республика Башкортостан, 453261, г. Салават, ул. Ленина, д. 4",1213,Республика Башкортостан,2018-10-17,2019-03-15,1042,18,1,0.023615763816978285,0.0,110
32,5481579001,Торговый дом Кристалл,"Томская область, 634034, г. Томск, ул. Косарева, д. 33, корп. Б",1,Итого,2017-01-31,2019-03-14,0,0,4,0.0,,3284
33,5481579001,Торговый дом Кристалл,"Томская область, 634034, г. Томск, ул. Косарева, д. 33, корп. Б",1551,Томская область,2017-01-31,2019-03-14,0,0,4,0.0,,14
34,3553265001,Группа компаний Спецстрой,"Калининградская область, 236006, г. Калининград, ул. Краснопрудная, д. 53-55",1,Итого,2017-06-06,2019-03-13,0,0,1,0.0,,3287
35,3553265001,Группа компаний Спецстрой,"Калининградская область, 236006, г. Калининград, ул. Краснопрудная, д. 53-55",1325,Калининградская область,2017-06-06,2019-03-13,0,0,1,0.0,,103
36,6083232001,Группа компаний Строительный центр-Пермь,"Пермский край, 614031, г. Пермь, ул. Докучаева, д. 33",1,Итого,2016-10-26,2019-03-21,0,0,1,0.0,,3269
37,6083232001,Группа компаний Строительный центр-Пермь,"Пермский край, 614031, г. Пермь, ул. Докучаева, д. 33",1212,Пермский край,2016-10-26,2019-03-21,0,0,1,0.0,,61
38,5479191001,Ставропольская строительная компания,"Ставропольский край, 355004, г. Ставрополь, ул. Лермонтова, д. 116, корп. а",1,Итого,2017-06-28,2019-03-01,0,0,3,0.0,,3281
39,5479191001,Ставропольская строительная компания,"Ставропольский край, 355004, г. Ставрополь, ул. Лермонтова, д. 116, корп. а",1438,Ставропольский край,2017-06-28,2019-03-01,0,0,3,0.0,,62
40,11181438001,Малоэтажное жилищное строительство,"Белгородская область, р-н Грайворонский, 309370, город Грайворон, ул. Ленина, д. 22В",1,Итого,2019-03-21,2019-03-25,0,0,2,0.0,,3275
41,11181438001,Малоэтажное жилищное строительство,"Белгородская область, р-н Грайворонский, 309370, город Грайворон, ул. Ленина, д. 22В",1758,Белгородская область,2019-03-21,2019-03-25,0,0,2,0.0,,16
42,5805795001,Строительная Компания Возрождение,"Калининградская область, 236006, г. Калининград, ул. Генерала Галицкого, д. 20",1,Итого,2018-11-08,2019-02-12,0,0,1,0.0,,3272
43,5805795001,Строительная Компания Возрождение,"Калининградская область, 236006, г. Калининград, ул. Генерала Галицкого, д. 20",1325,Калининградская область,2018-11-08,2019-02-12,0,0,1,0.0,,101
44,4970996001,ЮАССтрой,"Московская область, р-н Мытищинский, 141014, г. Мытищи, ул. Веры Волошиной, д. 33",1,Итого,2019-02-14,2019-03-13,0,0,1,0.0,,3270
45,4970996001,ЮАССтрой,"Московская область, р-н Мытищинский, 141014, г. Мытищи, ул. Веры Волошиной, д. 33",1768,Московская область,2019-02-14,2019-03-13,0,0,1,0.0,,264
46,9910196001,Группа компаний КОЛДИ,"г.Москва, г. Москва, ул. Нижняя Красносельская, д. 35, стр. 9",1,Итого,2018-10-29,2019-02-15,0,0,2,0.0,,3273
47,9910196001,Группа компаний КОЛДИ,"г.Москва, г. Москва, ул. Нижняя Красносельская, д. 35, стр. 9",1762,г. Москва,2018-10-29,2019-02-15,0,0,2,0.0,,147
48,5511100001,Проектно-реставрационно-строительная фирма АРСО,"Кировская область, 610002, г. Киров, ул. Орловская, д. 48А",1,Итого,2018-09-21,2019-03-26,0,0,2,0.0,,3285
49,5511100001,Проектно-реставрационно-строительная фирма АРСО,"Кировская область, 610002, г. Киров, ул. Орловская, д. 48А",1208,Кировская область,2018-09-21,2019-03-26,0,0,2,0.0,,26
50,10822929001,СУ-10 ЛИПЕЦКСТРОЙ,"Липецкая область, 398005, город Липецк, ул. Осипенко, д. 15",1,Итого,2018-04-24,2019-04-01,0,0,1,0.0,,3290
51,10822929001,СУ-10 ЛИПЕЦКСТРОЙ,"Липецкая область, 398005, город Липецк, ул. Осипенко, д. 15",1767,Липецкая область,2018-04-24,2019-04-01,0,0,1,0.0,,26
52,1270749001,Пробизнес-Девелопмент,"г.Москва, 125195, г. Москва, ул. Беломорская, д. 6А",1,Итого,2018-04-02,2019-04-01,0,0,1,0.0,,3274
53,1270749001,Пробизнес-Девелопмент,"г.Москва, 125195, г. Москва, ул. Беломорская, д. 6А",1763,Ивановская область,2018-04-02,2019-04-01,0,0,1,0.0,,29
54,10807120001,Траст Инвест,"Ростовская область, 344012, г. Ростов-на-Дону, ул. Ивановского, д. 38, оф. 14",1,Итого,2019-03-13,2019-03-13,2534,72,1,0.0018601317190541616,100.0,2913
55,10807120001,Траст Инвест,"Ростовская область, 344012, г. Ростов-на-Дону, ул. Ивановского, д. 38, оф. 14",1883,Ростовская область,2019-03-13,2019-03-13,2534,72,1,0.07138279516884398,100.0,106
56,4968542001,Группа компаний Гарантъ,"Ленинградская область, р-н Всеволожский, 188643, г. Всеволожск, ул. Доктора Сотникова, д. 19, оф. 4Н",1,Итого,2017-06-21,2019-02-15,0,0,1,0.0,,3264
57,4968542001,Группа компаний Гарантъ,"Ленинградская область, р-н Всеволожский, 188643, г. Всеволожск, ул. Доктора Сотникова, д. 19, оф. 4Н",1326,Ленинградская область,2017-06-21,2019-02-15,0,0,1,0.0,,117
58,9278673001,КёнигАвтоСтрой,"Калининградская область, 236000, г. Калининград, ул. Озерная, д. 1",1,Итого,2019-02-15,2019-02-15,3223,0,2,0.0023659054974394488,0.0,2791
59,9278673001,КёнигАвтоСтрой,"Калининградская область, 236000, г. Калининград, ул. Озерная, д. 1",1325,Калининградская область,2019-02-15,2019-02-15,3223,0,2,0.1847014690156552,0.0,82
60,661361001,Группа компаний СТРОЙБЕТОН,"Омская область, 646981, г. Омск, ул. Заводская, д. 15",1,Итого,2016-09-30,2019-04-02,0,0,2,0.0,,3291
61,661361001,Группа компаний СТРОЙБЕТОН,"Омская область, 646981, г. Омск, ул. Заводская, д. 15",1546,Омская область,2016-09-30,2019-04-02,0,0,2,0.0,,32
62,6356125001,ПАРИТЕТ ИНВЕСТ,"Калининградская область, 236000, г. Калининград, ул. Дмитрия Донского, д. 17, оф. 19",1,Итого,2018-10-04,2019-02-15,0,0,1,0.0,,3293
63,6356125001,ПАРИТЕТ ИНВЕСТ,"Калининградская область, 236000, г. Калининград, ул. Дмитрия Донского, д. 17, оф. 19",1325,Калининградская область,2018-10-04,2019-02-15,0,0,1,0.0,,102
64,9111021001,Возрождение,"Ярославская область, 150001, г. Ярославль, ул. Наумова, д. 67/2, оф. 411",1,Итого,2019-03-04,2019-03-04,3247,64,1,0.002383523161708312,100.0,2789
65,9111021001,Возрождение,"Ярославская область, 150001, г. Ярославль, ул. Наумова, д. 67/2, оф. 411",1775,Ярославская область,2019-03-04,2019-03-04,3247,64,1,0.26922419983118556,100.0,61
66,6030605001,Эксплуатационно-строительная компания Южуралстройсервис,"Челябинская область, 454046, г. Челябинск, ул. Гагарина, д. 51",1,Итого,2017-12-14,2019-03-20,0,0,1,0.0,,3283
67,6030605001,Эксплуатационно-строительная компания Южуралстройсервис,"Челябинская область, 454046, г. Челябинск, ул. Гагарина, д. 51",1656,Челябинская область,2017-12-14,2019-03-20,0,0,1,0.0,,59
68,6663974001,СтройОптимум,"Челябинская область, 456206, г. Златоуст, ул. Береговая Ветлужская, д. 84",1,Итого,2017-08-01,2019-03-15,4750,105,1,0.0034868293865458833,100.0,2553
69,6663974001,СтройОптимум,"Челябинская область, 456206, г. Златоуст, ул. Береговая Ветлужская, д. 84",1656,Челябинская область,2017-08-01,2019-03-15,4750,105,1,0.3014933122436117,100.0,47
70,5651207001,МонтажЖилСтрой,"Ростовская область, 347900, г. Таганрог, ул. Октябрьская, д. 38, корп. б",1,Итого,2017-07-13,2019-03-11,0,4303,5,0.0,,3277
71,5651207001,МонтажЖилСтрой,"Ростовская область, 347900, г. Таганрог, ул. Октябрьская, д. 38, корп. б",1883,Ростовская область,2017-07-13,2019-03-11,0,4303,5,0.0,,131
72,4304608001,Группа компаний Автотехстрой,"Костромская область, 156005, г. Кострома, ул. Ивана Сусанина, д. 50, оф. 206",1,Итого,2017-05-03,2019-03-25,0,0,1,0.0,,3286
73,4304608001,Группа компаний Автотехстрой,"Костромская область, 156005, г. Кострома, ул. Ивана Сусанина, д. 50, оф. 206",1765,Костромская область,2017-05-03,2019-03-25,0,0,1,0.0,,31
74,5486229001,Амбер-стройсервис,"Пермский край, 614990, г. Пермь, ул. Газеты Звезда, д. 5",1,Итого,2017-10-05,2019-03-18,530,2,1,0.00038905675260406694,0.0,3253
75,5486229001,Амбер-стройсервис,"Пермский край, 614990, г. Пермь, ул. Газеты Звезда, д. 5",1212,Пермский край,2017-10-05,2019-03-18,530,2,1,0.032037158267793166,0.0,59
76,9659615001,Эгида,"р-н р-н, г. г., ул. ул., д. д., корп. корп., стр. стр., оф. оф.",1,Итого,2018-09-27,2019-03-20,0,0,1,0.0,,3292
77,9659615001,Эгида,"р-н р-н, г. г., ул. ул., д. д., корп. корп., стр. стр., оф. оф.",1656,Челябинская область,2018-09-27,2019-03-20,0,0,1,0.0,,60
78,6317945001,Строительная компания Стройконструкция,"Забайкальский край, 672015, город Чита, тракт Агинский, д. 25",1,Итого,2018-11-06,2019-03-14,0,0,2,0.0,,3271
79,6317945001,Строительная компания Стройконструкция,"Забайкальский край, 672015, город Чита, тракт Агинский, д. 25",1541,Забайкальский край,2018-11-06,2019-03-14,0,0,2,0.0,,9
80,5486858001,ПРОВИЗИЯ,"Костромская область, 156013, г. Кострома, ул. Галичская, д. 100",1,Итого,2019-01-14,2019-01-14,1580,44,1,0.001159829564366841,100.0,3093
81,5486858001,ПРОВИЗИЯ,"Костромская область, 156013, г. Кострома, ул. Галичская, д. 100",1765,Костромская область,2019-01-14,2019-01-14,1580,44,1,0.4869944735373984,100.0,23
82,5799484001,Сибирь Девелопмент,"Новосибирская область, 630049, г. Новосибирск, пр-кт Красный, д. 200, оф. 1110",1,Итого,2018-12-04,2019-03-04,0,0,1,0.0,,3282
83,5799484001,Сибирь Девелопмент,"Новосибирская область, 630049, г. Новосибирск, пр-кт Красный, д. 200, оф. 1110",1545,Новосибирская область,2018-12-04,2019-03-04,0,0,1,0.0,,105
84,4951205001,ВЕКАСТРОЙ,"Московская область, р-н Щелковский, 141103, г. Щелково, ул. Чкаловская, д. 3",1,Итого,2017-05-31,2019-04-02,0,0,2,0.0,,3279
85,4951205001,ВЕКАСТРОЙ,"Московская область, р-н Щелковский, 141103, г. Щелково, ул. Чкаловская, д. 3",1768,Московская область,2017-05-31,2019-04-02,0,0,2,0.0,,262
86,10914907001,Инвестиционная компания Жигули,"Самарская область, 445007, город Тольятти, пр-д Тупиковый",1,Итого,2019-03-07,2019-03-07,1800,24,1,0.0013213248201647558,100.0,3055
87,10914907001,Инвестиционная компания Жигули,"Самарская область, 445007, город Тольятти, пр-д Тупиковый",1217,Самарская область,2019-03-07,2019-03-07,1800,24,1,0.06728579566948618,100.0,58
88,5603156001,Строй-Инвест Групп,"Свердловская область, 622049, г. Нижний Тагил, ул. Дружинина, д. 47, оф. 502",1,Итого,2017-11-08,2019-03-15,0,0,1,0.0,,3268
89,5603156001,Строй-Инвест Групп,"Свердловская область, 622049, г. Нижний Тагил, ул. Дружинина, д. 47, оф. 502",1653,Свердловская область,2017-11-08,2019-03-15,0,0,1,0.0,,78
90,7244909001,Дом на Ильинской,"Архангельская область, 163000, г. Архангельск, пр-кт Ломоносова, д. 117, оф. 3",1,Итого,2019-02-27,2019-02-27,7573,151,1,0.0055591071461709414,0.0,2086
91,7244909001,Дом на Ильинской,"Архангельская область, 163000, г. Архангельск, пр-кт Ломоносова, д. 117, оф. 3",1386,Архангельская область,2019-02-27,2019-02-27,7573,151,1,1.2927620348241722,0.0,25
92,7244909001,Дом на Ильинской,"Архангельская область, 163000, г. Архангельск, пр-кт Ломоносова, д. 117, оф. 3",13862,Архангельская область (кроме Ненецкого АО),2019-02-27,2019-02-27,7573,151,1,1.3729972967925927,0.0,22
93,5587918001,ЦентрСтрой,"Архангельская область, 164520, г. Северодвинск, ул. Ломоносова, д. 42А, оф. 5",1,Итого,2018-04-04,2019-03-11,1800,31,1,0.0013213248201647558,100.0,3056
94,5587918001,ЦентрСтрой,"Архангельская область, 164520, г. Северодвинск, ул. Ломоносова, д. 42А, оф. 5",1386,Архангельская область,2018-04-04,2019-03-11,1800,31,1,0.3072721065209969,100.0,49
95,5587918001,ЦентрСтрой,"Архангельская область, 164520, г. Северодвинск, ул. Ломоносова, д. 42А, оф. 5",13862,Архангельская область (кроме Ненецкого АО),2018-04-04,2019-03-11,1800,31,1,0.3263429465504644,100.0,43
96,6751907001,Диалог,"Удмуртская Республика, 427621, г. Глазов, ул. Энгельса, д. 24 А",1,Итого,2019-03-27,2019-03-27,191,7,1,0.0001402072448063713,100.0,3260
97,6751907001,Диалог,"Удмуртская Республика, 427621, г. Глазов, ул. Энгельса, д. 24 А",1219,Удмуртская Республика,2019-03-27,2019-03-27,191,7,1,0.020637002686051762,100.0,35
98,6195399001,ПСК Комбинат малоэтажного домостроения,"Красноярский край, 660111, г. Красноярск, ул. Пограничников, д. 105А",1,Итого,2019-03-20,2019-03-20,113,2,1,8.294983593256522e-05,100.0,3261
99,6195399001,ПСК Комбинат малоэтажного домостроения,"Красноярский край, 660111, г. Красноярск, ул. Пограничников, д. 105А",1544,Красноярский край,2019-03-20,2019-03-20,113,2,1,0.0035393617747675452,100.0,66
100,11207267001,Актив,"Костромская область, город Кострома, ул. Мясницкая, д. 97",1,Итого,2019-03-27,2019-03-27,534,8,1,0.00039199302998221087,100.0,3250
101,11207267001,Актив,"Костромская область, город Кострома, ул. Мясницкая, д. 97",1765,Костромская область,2019-03-27,2019-03-27,534,8,1,0.16459180308162705,100.0,27
102,9995639001,Агентство недвижимости Ларец,"Пермский край, город Пермь, ул. Карпинского, д. 17",1,Итого,2019-03-25,2019-03-25,586,9,1,0.00043016463589808156,0.0,3249
103,9995639001,Агентство недвижимости Ларец,"Пермский край, город Пермь, ул. Карпинского, д. 17",1212,Пермский край,2019-03-25,2019-03-25,586,9,1,0.03542221649986188,0.0,58
104,6010496001,Северокамское кирпичное производство,"Пермский край, 614068, г. Пермь, ул. Петропавловская, д. 64",1,Итого,2019-04-02,2019-04-02,451,6,1,0.0003310652743857249,100.0,3255
105,6010496001,Северокамское кирпичное производство,"Пермский край, 614068, г. Пермь, ул. Петропавловская, д. 64",1212,Пермский край,2019-04-02,2019-04-02,451,6,1,0.02726180826183909,100.0,60
106,8302803001,ХакасГражданСтрой,"Республика Хакасия, 655003, г. Абакан, ул. Маршала Жукова, д. 46",1,Итого,2019-02-27,2019-03-28,345,8,1,0.0002532539238649115,100.0,3258
107,8302803001,ХакасГражданСтрой,"Республика Хакасия, 655003, г. Абакан, ул. Маршала Жукова, д. 46",1550,Республика Хакасия,2019-02-27,2019-03-28,345,8,1,0.20886685192248317,100.0,16
108,6057582001,СМУ-7,"Костромская область, 156000, г. Кострома, ул. Смоленская, д. 32",1,Итого,2017-04-12,2019-01-14,530,12,1,0.00038905675260406694,100.0,3252
109,6057582001,СМУ-7,"Костромская область, 156000, г. Кострома, ул. Смоленская, д. 32",1765,Костромская область,2017-04-12,2019-01-14,530,12,1,0.16335890568026656,100.0,28
110,9069916001,СК БОСАН,"Камчатский край, 683032, г. Петропавловск-Камчатский, ул. Лизы Чайкиной, д. 13, оф. 29",1,Итого,2019-03-12,2019-03-12,264,0,1,0.00019379430695749751,0.0,3259
111,9069916001,СК БОСАН,"Камчатский край, 683032, г. Петропавловск-Камчатский, ул. Лизы Чайкиной, д. 13, оф. 29",1103,Камчатский край,2019-03-12,2019-03-12,264,0,1,16.65615141955836,0.0,3
112,7028596001,Стройинвест Капитал Плюс,"Ростовская область, 344092, г. Ростов-на-Дону, б-р Комарова, д. 11, корп. 1, оф. 35",1,Итого,2019-03-12,2019-03-12,520,16,2,0.0003817160591587072,100.0,3254
113,7028596001,Стройинвест Капитал Плюс,"Ростовская область, 344092, г. Ростов-на-Дону, б-р Комарова, д. 11, корп. 1, оф. 35",1883,Ростовская область,2019-03-12,2019-03-12,520,16,2,0.014648403112785662,100.0,129
114,6042335001,Строительная компания КвадроСтрой,"Челябинская область, 454091, г. Челябинск, ул. Пушкина, д. 6В",1,Итого,2017-05-03,2019-03-20,530,12,1,0.00038905675260406694,100.0,3251
115,6042335001,Строительная компания КвадроСтрой,"Челябинская область, 454091, г. Челябинск, ул. Пушкина, д. 6В",1656,Челябинская область,2017-05-03,2019-03-20,530,12,1,0.03364030641876088,100.0,58
116,6032305001,Тамбовхимпромстрой,"Тамбовская область, 392680, г. Тамбов, б-р Строителей, д. 2",1,Итого,2017-07-03,2019-02-21,602,8,1,0.0004419097454106572,100.0,3248
117,6032305001,Тамбовхимпромстрой,"Тамбовская область, 392680, г. Тамбов, б-р Строителей, д. 2",1772,Тамбовская область,2017-07-03,2019-02-21,602,8,1,0.16613771215675452,100.0,25
118,5656504001,Группа компаний СИЛА,"Ростовская область, 344082, г. Ростов-на-Дону, пер. Халтуринский, д. 4, оф. 17, 3",1,Итого,2019-03-05,2019-03-05,400,10,1,0.0002936277378143902,0.0,3257
119,5656504001,Группа компаний СИЛА,"Ростовская область, 344082, г. Ростов-на-Дону, пер. Халтуринский, д. 4, оф. 17, 3",1883,Ростовская область,2019-03-05,2019-03-05,400,10,1,0.01126800239445051,0.0,130
120,9711771001,Агентство недвижимости Терем,"Костромская область, 156000, г. Кострома, ул. Симановского, д. 7а, оф. 3",1,Итого,2019-01-15,2019-01-15,107,3,1,7.854541986534937e-05,100.0,3262
121,9711771001,Агентство недвижимости Терем,"Костромская область, 156000, г. Кострома, ул. Симановского, д. 7а, оф. 3",1765,Костромская область,2019-01-15,2019-01-15,107,3,1,0.03298000548639344,100.0,29
122,10084010001,БашСтрой,"Республика Башкортостан, 450081, г. Уфа, ул. Шота Руставели, д. 51, корп. 1, оф. 402",1,Итого,2019-03-12,2019-03-12,445,10,5,0.00032666085831850903,100.0,3256
123,10084010001,БашСтрой,"Республика Башкортостан, 450081, г. Уфа, ул. Шота Руставели, д. 51, корп. 1, оф. 402",1213,Республика Башкортостан,2019-03-12,2019-03-12,445,10,5,0.010085426965984008,100.0,114
124,7672378001,Балтийское Строительство,"Калининградская область, 236039, г. Калининград, ул. Нансена, д. 13, оф. 5",1,Итого,2019-04-02,2019-04-02,3982,80,1,0.002923064129942254,100.0,2670
125,7672378001,Балтийское Строительство,"Калининградская область, 236039, г. Калининград, ул. Нансена, д. 13, оф. 5",1325,Калининградская область,2019-04-02,2019-04-02,3982,80,1,0.22819771939818154,100.0,77
126,7236496001,Строительная компания ФинДом,"Республика Татарстан (Татарстан), р-н Высокогорский, 422701, с. Высокая Гора, ул. Мелиораторов, д. 9, корп. А",1,Итого,2017-11-27,2019-04-01,621,6,3,0.0004558570629568407,0.0,3246
127,7236496001,Строительная компания ФинДом,"Республика Татарстан (Татарстан), р-н Высокогорский, 422701, с. Высокая Гора, ул. Мелиораторов, д. 9, корп. А",1216,Республика Татарстан (Татарстан),2017-11-27,2019-04-01,621,6,3,0.024466610168890526,0.0,64
128,5574852001,СПИРО,"Сахалинская область, 694550, г. Северо-Курильск, ул. Вилкова, д. 6",1,Итого,2019-03-12,2019-03-12,603,12,1,0.00044264381475519316,100.0,3247
129,5574852001,СПИРО,"Сахалинская область, 694550, г. Северо-Курильск, ул. Вилкова, д. 6",1103,Камчатский край,2019-03-12,2019-03-12,603,12,1,38.04416403785489,100.0,2
130,1583897001,Холдинг Золотой Ключик,"Вологодская область, 160026, г. Вологда, ул. Ильюшина, д. 26",1,Итого,2017-04-24,2019-03-29,630,8,1,0.0004624636870576645,0.0,3245
131,1583897001,Холдинг Золотой Ключик,"Вологодская область, 160026, г. Вологда, ул. Ильюшина, д. 26",1323,Вологодская область,2017-04-24,2019-03-29,630,8,1,0.054037409326513755,0.0,59
132,4969530001,Усадьба Бакеево,"Московская область, р-н Солнечногорский, 141570, р.п. Менделеево, ул. Институтская, д. 2",1,Итого,2018-07-24,2019-03-05,660,4,1,0.00048448576739374376,100.0,3243
133,4969530001,Усадьба Бакеево,"Московская область, р-н Солнечногорский, 141570, р.п. Менделеево, ул. Институтская, д. 2",1768,Московская область,2018-07-24,2019-03-05,660,4,1,0.004020478612393941,100.0,261
134,5806314001,Балт-Риэлт,"Калининградская область, р-н Светлогорский, 238563, г. Светлогорск, ул. Мичурина, д. 1, оф. 21",1,Итого,2019-04-02,2019-04-02,677,12,1,0.0004969649462508554,0.0,3241
135,5806314001,Балт-Риэлт,"Калининградская область, р-н Светлогорский, 238563, г. Светлогорск, ул. Мичурина, д. 1, оф. 21",1325,Калининградская область,2019-04-02,2019-04-02,677,12,1,0.03879705073645628,0.0,100
136,6039694001,Строительная корпорация Вологодской области,"Вологодская область, 160009, г. Вологда, ул. Галкинская, д. 11",1,Итого,2017-04-25,2019-03-06,665,20,1,0.0004881561141164236,100.0,3242
137,6039694001,Строительная корпорация Вологодской области,"Вологодская область, 160009, г. Вологда, ул. Галкинская, д. 11",1323,Вологодская область,2017-04-25,2019-03-06,665,20,1,0.05703948762243118,100.0,58
