developer_group_id,developer_group_name,developer_group_address,region_id,region_name,startDate,endDate,total_living_floor_size,appt_num,object_count,total_living_floor_size_pct,typed_volume_pct,rating
2570896001,Девелоперская компания Лидер Инвест,"г.Москва, 115432, г. Москва, пр-кт Андропова, д. 18, корп. 7",1762,г. Москва,2017-05-03,2019-03-28,198636.0,3020,16,1.0639202146608309,0.0,25
4053794001,Группа компаний Первый Трест,"Республика Башкортостан, 450077, г. Уфа, ул. Коммунистическая, д. 116/1",1,Итого,2017-06-21,2019-03-15,197455.0,3995,8,0.14494566242535098,4.467853434959864,106
4053794001,Группа компаний Первый Трест,"Республика Башкортостан, 450077, г. Уфа, ул. Коммунистическая, д. 116/1",1213,Республика Башкортостан,2017-06-21,2019-03-15,197455.0,3995,8,4.475096587794095,4.467853434959864,5
461175001,Группа компаний Развитие,"Воронежская область, 394068, г. Воронеж, ул. 45 Стрелковой Дивизии, д. 110",1,Итого,2017-04-25,2019-03-28,194360.0,5459,23,0.14267371780401214,39.00030870549496,107
461175001,Группа компаний Развитие,"Воронежская область, 394068, г. Воронеж, ул. 45 Стрелковой Дивизии, д. 110",1761,Воронежская область,2017-04-25,2019-03-28,194360.0,5459,23,11.071666195758178,39.00030870549496,2
3318134001,Строительная компания Игротэк,"Владимирская область, 600001, г. Владимир, ул. Разина, д. 4а",1,Итого,2016-10-25,2019-04-02,190721.0,4004,30,0.14000243945924576,72.49909553746048,108
3318134001,Строительная компания Игротэк,"Владимирская область, 600001, г. Владимир, ул. Разина, д. 4а",1760,Владимирская область,2016-10-25,2019-04-02,190721.0,4004,30,19.36615570827444,72.49909553746048,1
954584001,Строительный холдинг Град,"Самарская область, 443030, г. Самара, ул. Чкалова, д. 100",1,Итого,2017-06-28,2019-04-02,190476.0,3167,39,0.13982259246983444,91.91341691341692,109
954584001,Строительный холдинг Град,"Самарская область, 443030, г. Самара, ул. Чкалова, д. 100",1217,Самарская область,2017-06-28,2019-04-02,190476.0,3167,39,7.120182897745027,91.91341691341692,4
2180876001,Группа компаний Эйнком,"г.Москва, 121087, г. Москва, ул. Барклая, д. 6, стр. 5, оф. 506",1,Итого,2016-10-26,2019-03-29,189396.0,3552,20,0.1390297975777356,38.32551901835308,110
2180876001,Группа компаний Эйнком,"г.Москва, 121087, г. Москва, ул. Барклая, д. 6, стр. 5, оф. 506",1882,Республика Крым,2016-10-26,2019-03-29,19178.0,341,3,3.0945634564618256,0.0,10
2180876001,Группа компаний Эйнком,"г.Москва, 121087, г. Москва, ул. Барклая, д. 6, стр. 5, оф. 506",1687,Тюменская область,2016-10-26,2019-03-29,170218.0,3211,17,5.859606690536357,42.64355121080028,4
2180876001,Группа компаний Эйнком,"г.Москва, 121087, г. Москва, ул. Барклая, д. 6, стр. 5, оф. 506",16871,Ханты-Мансийский автономный округ - Югра,2016-10-26,2019-03-29,170218.0,3211,17,19.882446660639488,42.64355121080028,2
5632485001,СпецКомАвтотранс,"Республика Коми, 167000, г. Сыктывкар, ул. Колхозная, д. 95",1,Итого,2018-03-21,2019-03-26,189116.0,4473,10,0.13882425816126553,84.34294295564627,111
5632485001,СпецКомАвтотранс,"Республика Коми, 167000, г. Сыктывкар, ул. Колхозная, д. 95",1332,Республика Коми,2018-03-21,2019-03-26,189116.0,4473,10,60.89613756017452,84.34294295564627,1
4252132001,Строительная компания ВЫБОР,"Воронежская область, 394088, г. Воронеж, ул. Владимира Невского, д. 19",1,Итого,2017-04-11,2019-03-29,187650.0,3788,14,0.13774811250217578,88.01652011723955,112
4252132001,Строительная компания ВЫБОР,"Воронежская область, 394088, г. Воронеж, ул. Владимира Невского, д. 19",1761,Воронежская область,2017-04-11,2019-03-29,187650.0,3788,14,10.689432813511122,88.01652011723955,3
4845012001,Авеста-Строй,"Московская область, р-н Одинцовский, 143002, г. Одинцово, ул. Акуловская, д. 2А",1,Итого,2018-12-05,2019-04-02,187095.0,3552,14,0.13734070401595833,100.0,113
4845012001,Авеста-Строй,"Московская область, р-н Одинцовский, 143002, г. Одинцово, ул. Акуловская, д. 2А",1762,г. Москва,2018-12-05,2019-04-02,187095.0,3552,14,1.0021051197263746,100.0,27
851697001,КОМОССТРОЙ,"Удмуртская Республика, 426011, г. Ижевск, ул. Холмогорова, д. 15",1,Итого,2016-10-26,2019-03-28,186982.0,3997,21,0.13725775418002575,63.60237883860479,114
851697001,КОМОССТРОЙ,"Удмуртская Республика, 426011, г. Ижевск, ул. Холмогорова, д. 15",1219,Удмуртская Республика,2016-10-26,2019-03-28,186982.0,3997,21,20.202869299703305,63.60237883860479,1
7333890001,Группа компаний Территория жизни,"Пензенская область, 440026, г. Пенза, ул. Строителей, д. 1",1,Итого,2018-03-16,2019-03-27,186339.0,4179,16,0.13678574759148912,100.0,115
7333890001,Группа компаний Территория жизни,"Пензенская область, 440026, г. Пенза, ул. Строителей, д. 1",1211,Пензенская область,2018-03-16,2019-03-27,186339.0,4179,16,18.329285602570874,100.0,2
6157606001,Группа компаний Атлант,"р-н р-н, г. г., ул. ул., д. д., корп. корп., стр. стр., оф. оф.",1,Итого,2018-09-10,2019-04-02,184972.0,4556,13,0.13578227479750846,4.92182600609822,116
6157606001,Группа компаний Атлант,"р-н р-н, г. г., ул. ул., д. д., корп. корп., стр. стр., оф. оф.",1768,Московская область,2018-09-10,2019-04-02,175868.0,4360,8,1.0713235342492389,0.0,11
6157606001,Группа компаний Атлант,"р-н р-н, г. г., ул. ул., д. д., корп. корп., стр. стр., оф. оф.",1762,г. Москва,2018-09-10,2019-04-02,9104.0,196,5,0.04876220641913955,100.0,117
4856325001,СЕВЕРНАЯ КОМПАНИЯ,"Рязанская область, 390000, г. Рязань, ул. Соборная, д. 14/2, стр. 1",1,Итого,2017-11-13,2019-03-12,184721.0,3833,12,0.13559802339202992,25.925585071540322,117
4856325001,СЕВЕРНАЯ КОМПАНИЯ,"Рязанская область, 390000, г. Рязань, ул. Соборная, д. 14/2, стр. 1",1770,Рязанская область,2017-11-13,2019-03-12,184721.0,3833,12,7.52421568867056,25.925585071540322,4
1413453001,Липецкая ипотечная корпорация,"Липецкая область, 398070, г. Липецк, ул. Бехтеева С.С., д. 4",1,Итого,2017-06-01,2019-03-26,183624.0,3122,24,0.13479274932107393,0.0,118
1413453001,Липецкая ипотечная корпорация,"Липецкая область, 398070, г. Липецк, ул. Бехтеева С.С., д. 4",1767,Липецкая область,2017-06-01,2019-03-26,183624.0,3122,24,22.21964075682112,0.0,1
454954001,Группа строительных компаний КФК №1,"Костромская область, 156005, г. Кострома, пл. Октябрьская, д. 3",1,Итого,2016-10-25,2019-03-26,182902.0,3633,64,0.13426275125431894,75.14844014827612,119
454954001,Группа строительных компаний КФК №1,"Костромская область, 156005, г. Кострома, пл. Октябрьская, д. 3",1765,Костромская область,2016-10-25,2019-03-26,107776.0,2180,45,33.219187582257376,74.38947446555821,1
454954001,Группа строительных компаний КФК №1,"Костромская область, 156005, г. Кострома, пл. Октябрьская, д. 3",1775,Ярославская область,2016-10-25,2019-03-26,46859.0,898,12,3.885302365226216,100.0,8
454954001,Группа строительных компаний КФК №1,"Костромская область, 156005, г. Кострома, пл. Октябрьская, д. 3",1331,Республика Карелия,2016-10-25,2019-03-26,28267.0,555,7,8.101887679352469,36.84508437400503,5
4845862001,Группа компаний ВекторСтройФинанс,"г.Москва, 105082, г. Москва, наб. Рубцовская, д. 3, стр. 1",1,Итого,2018-07-12,2019-04-02,182481.0,2247,15,0.13395370806026932,0.0,120
4845862001,Группа компаний ВекторСтройФинанс,"г.Москва, 105082, г. Москва, наб. Рубцовская, д. 3, стр. 1",1762,г. Москва,2018-07-12,2019-04-02,182481.0,2247,15,0.9773919364643019,0.0,29
5395386001,Нефтестройиндустрия-Юг,"Краснодарский край, 350004, г. Краснодар, ул. Каляева, д. 1/4",1,Итого,2017-05-04,2019-04-02,182094.0,3138,13,0.13366962322393391,41.52141201796874,121
